name,id,latitude,longitude
SLATER GROVERY STORE,951,33.92922778,-118.2523123
SIXTERN KIM'S MART,952,34.06365434,-118.3085262
SIERRA FOODS THRIFTY GAS,953,33.98936013,-118.2256661
SMG - MARKET,954,34.04508229,-118.4525851
SIMON'S DISCOUNT PHARMACY,955,34.09782856,-118.3485557
M & M IMPORIUM,956,34.4306095,-118.6034336
SIERRA FOODS INC,957,33.94392044,-118.1374501
SHOJI'S MOBIL,958,33.80748895,-118.3583423
SIMONS MINI MARKET,959,33.96190046,-118.364163
SIERRA LIQUOR AND JR MARKET,960,34.42660107,-118.4467143
SHELL FOOD MART,961,34.14256248,-118.7396218
CABAMA BROTHERS,962,34.4306095,-118.6034336
SILOM SUPER MARKET,963,34.10189098,-118.3059676
SOTO'S KIDS NUTRITION,964,34.026338,-118.2196262
